;host_is_superhost;host_listings_count;latitude;longitude;accommodates;bathrooms;bedrooms;beds;price;security_deposit;cleaning_fee;extra_people;minimum_nights;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;ano;mes;n_amenities;property_type_Apartment;property_type_Condominium;property_type_House;property_type_Loft;property_type_Outros;property_type_Serviced apartment;room_type_Entire home/apt;room_type_Hotel room;room_type_Private room;room_type_Shared room;bed_type_Outros;bed_type_Real Bed;cancellation_policy_flexible;cancellation_policy_moderate;cancellation_policy_strict;cancellation_policy_strict_14_with_grace_period
4401;1;4.0;-22.98481;-43.22518;3;1.5;1.0;1.0;169.0;0.0;0.0;85.0;1;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;36;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
4402;1;4.0;-22.98421;-43.22501;3;1.5;1.0;1.0;169.0;0.0;0.0;85.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;35;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
4406;0;1.0;-22.98591;-43.19079;6;1.5;2.0;4.0;448.0;2750.0;318.0;266.0;4;87.0;8.0;10.0;10.0;10.0;10.0;7.0;0;0;2020;4;18;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4408;1;4.0;-22.98463;-43.20034;2;1.0;1.0;1.0;179.0;1000.0;180.0;30.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;18;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4410;0;1.0;-22.92987;-43.17543;8;1.5;4.0;5.0;200.0;10000.0;200.0;50.0;3;93.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4417;0;1.0;-22.97015;-43.18835;6;2.0;2.0;5.0;379.0;0.0;150.0;0.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4430;0;1.0;-22.98571;-43.19628;4;1.0;2.0;3.0;218.0;341.0;150.0;100.0;2;90.0;9.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;28;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0
4432;0;1.0;-22.98401;-43.21845;3;1.0;1.0;2.0;348.0;1000.0;130.0;0.0;2;97.0;10.0;8.0;10.0;10.0;10.0;10.0;0;0;2020;4;33;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4435;0;2.0;-22.97286;-43.1934;2;1.0;1.0;1.0;274.0;0.0;100.0;333.0;1;100.0;10.0;10.0;10.0;10.0;10.0;7.0;0;0;2020;4;17;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4436;0;5.0;-22.92086;-43.1829;2;3.0;1.0;2.0;68.0;0.0;89.0;40.0;3;85.0;9.0;8.0;9.0;9.0;9.0;8.0;0;0;2020;4;23;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0
4437;0;5.0;-22.91986;-43.18285;2;3.0;1.0;0.0;90.0;500.0;70.0;40.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;16;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0
4446;0;2.0;-22.96538;-43.17814;4;1.0;1.0;1.0;100.0;0.0;50.0;24.0;2;94.0;10.0;9.0;10.0;10.0;10.0;10.0;1;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4448;1;2.0;-22.97759;-43.19063;5;1.0;1.0;3.0;154.0;500.0;180.0;40.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4454;1;6.0;-22.92358;-43.18313;2;1.0;1.0;2.0;95.0;417.0;80.0;0.0;3;96.0;10.0;9.0;10.0;10.0;9.0;10.0;0;0;2020;4;41;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0
4460;0;10.0;-22.97162;-43.18472;3;1.0;1.0;1.0;242.0;500.0;160.0;0.0;3;95.0;9.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;9;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
4463;0;1.0;-22.96748;-43.18136;4;1.0;1.0;2.0;184.0;0.0;132.0;79.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;22;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4467;0;1.0;-22.93583;-43.18884;6;3.0;2.0;5.0;348.0;600.0;150.0;120.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;14;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
4468;0;3.0;-22.97861;-43.4078;3;1.0;1.0;1.0;191.0;400.0;100.0;60.0;2;96.0;10.0;9.0;10.0;10.0;9.0;9.0;1;0;2020;4;30;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4470;0;8.0;-22.84376;-43.30195;6;1.0;1.0;1.0;239.0;0.0;150.0;50.0;2;100.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;28;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4472;0;3.0;-22.98606;-43.19447;4;2.0;2.0;2.0;400.0;0.0;200.0;50.0;2;94.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;33;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4477;0;2.0;-22.98016;-43.19996;4;2.5;2.0;3.0;383.0;0.0;150.0;0.0;3;100.0;10.0;10.0;9.0;10.0;10.0;9.0;1;0;2020;4;37;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
4478;0;2.0;-22.99757;-43.37708;6;2.0;2.0;3.0;202.0;0.0;150.0;0.0;2;80.0;8.0;8.0;9.0;9.0;9.0;8.0;0;0;2020;4;9;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4482;0;1.0;-22.96227;-43.1764;2;2.0;1.0;1.0;232.0;323.0;50.0;60.0;1;87.0;9.0;9.0;9.0;9.0;10.0;8.0;0;0;2020;4;39;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4484;1;1.0;-22.97513;-43.19324;3;1.0;1.0;2.0;282.0;560.0;200.0;120.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;37;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
4505;1;2.0;-22.96351;-43.17959;2;1.0;1.0;1.0;84.0;0.0;90.0;45.0;3;96.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;27;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0
4507;1;2.0;-22.98755;-43.19376;4;1.0;2.0;2.0;452.0;3000.0;100.0;50.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;34;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
4509;1;3.0;-22.98361;-43.19954;4;2.0;2.0;2.0;574.0;1431.0;344.0;86.0;3;96.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;34;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4522;0;1.0;-22.92234;-43.21086;8;1.0;2.0;7.0;191.0;0.0;170.0;50.0;1;88.0;9.0;8.0;10.0;9.0;9.0;9.0;1;0;2020;4;20;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4524;0;1.0;-22.9831;-43.20643;4;2.0;2.0;2.0;527.0;790.0;422.0;53.0;3;93.0;9.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4528;0;1.0;-22.98416;-43.19228;6;1.0;1.0;6.0;169.0;1000.0;0.0;50.0;3;95.0;9.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;15;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4532;1;1.0;-22.93667;-43.17423;3;1.0;1.0;1.0;100.0;600.0;150.0;50.0;3;95.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;22;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4535;0;2.0;-22.97936;-43.18934;7;1.0;1.0;4.0;200.0;0.0;100.0;30.0;3;94.0;9.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4536;0;2.0;-22.97596;-43.1894;9;1.0;1.0;6.0;200.0;0.0;100.0;25.0;3;93.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4542;0;5.0;-22.92027;-43.18302;2;1.0;1.0;1.0;68.0;0.0;50.0;40.0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;12;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0
4554;0;2.0;-22.97759;-43.19063;4;1.0;1.0;4.0;138.0;0.0;80.0;0.0;3;89.0;9.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;32;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4560;0;8.0;-22.98196;-43.1957;2;1.0;0.0;1.0;122.0;0.0;100.0;60.0;1;97.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;14;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4565;0;2.0;-22.95481;-43.19865;6;2.5;2.0;4.0;149.0;0.0;140.0;30.0;2;98.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;27;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
4572;1;4.0;-22.94497;-43.18252;2;1.0;0.0;1.0;111.0;400.0;130.0;60.0;3;93.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;29;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
4589;0;1.0;-22.98517;-43.19292;2;2.0;1.0;1.0;116.0;0.0;22.0;30.0;1;85.0;9.0;8.0;10.0;9.0;10.0;9.0;0;0;2020;4;15;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
4598;0;1.0;-22.94671;-43.18321;3;1.0;0.0;0.0;132.0;300.0;150.0;0.0;4;90.0;10.0;9.0;9.0;10.0;10.0;9.0;0;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
4599;1;1.0;-22.98514;-43.2113;5;2.5;3.0;0.0;348.0;5000.0;350.0;0.0;2;96.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4600;0;2.0;-22.98244;-43.20407;4;3.0;2.0;2.0;348.0;0.0;180.0;0.0;3;97.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;22;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
4608;0;6.0;-22.95192;-43.18226;2;1.0;1.0;1.0;169.0;0.0;180.0;0.0;4;100.0;10.0;8.0;10.0;10.0;10.0;10.0;0;0;2020;4;25;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
4610;0;1.0;-22.97344;-43.3926;4;2.0;3.0;3.0;200.0;1500.0;150.0;90.0;3;95.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;18;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4613;0;1.0;-22.96452;-43.18414;2;3.0;1.0;1.0;95.0;0.0;120.0;60.0;2;100.0;10.0;10.0;9.0;10.0;10.0;10.0;0;0;2020;4;18;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4614;1;1.0;-22.96662;-43.39031;4;1.0;1.0;4.0;137.0;0.0;150.0;32.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;26;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0
4617;1;5.0;-22.98179;-43.2098;3;1.0;1.0;1.0;211.0;800.0;200.0;80.0;4;97.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4621;0;1.0;-22.9708;-43.18891;2;2.0;1.0;1.0;105.0;0.0;45.0;25.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;16;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4631;0;5.0;-22.97761;-43.19278;2;1.0;1.0;1.0;100.0;0.0;20.0;70.0;1;85.0;9.0;9.0;9.0;9.0;10.0;9.0;1;0;2020;4;8;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4636;0;1.0;-23.00888;-43.43945;4;2.5;2.0;2.0;100.0;500.0;150.0;30.0;2;88.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4645;0;1.0;-22.91445;-43.18918;8;1.0;3.0;8.0;142.0;1500.0;250.0;21.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;17;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4648;1;5.0;-22.98347;-43.22464;2;1.0;1.0;1.0;221.0;4000.0;165.0;30.0;3;94.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;44;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0
4650;0;11.0;-22.96152;-43.17511;4;1.0;0.0;2.0;148.0;0.0;80.0;0.0;3;85.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;18;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
4655;1;1.0;-22.96824;-43.18881;5;2.0;2.0;2.0;279.0;1288.0;252.0;74.0;2;97.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;35;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4658;0;1.0;-22.98411;-43.22019;2;1.0;1.0;1.0;232.0;2000.0;170.0;150.0;2;96.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;13;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
4665;1;3.0;-22.97673;-43.19082;3;1.0;1.0;1.0;316.0;1718.0;344.0;115.0;2;92.0;10.0;10.0;10.0;9.0;10.0;9.0;0;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4666;1;2.0;-22.96299;-43.17164;6;2.0;3.0;6.0;580.0;2108.0;316.0;79.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;49;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
4667;1;1.0;-22.96801;-43.18792;2;1.0;1.0;1.0;111.0;500.0;100.0;0.0;3;98.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;9;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4677;1;10.0;-22.98415;-43.20898;2;1.0;0.0;1.0;258.0;600.0;80.0;0.0;4;92.0;9.0;9.0;10.0;9.0;10.0;9.0;0;0;2020;4;16;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4679;0;1.0;-22.9098;-43.1767;3;1.0;0.0;1.0;106.0;0.0;150.0;75.0;3;95.0;10.0;9.0;10.0;10.0;9.0;9.0;0;0;2020;4;18;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4684;1;1.0;-22.97968;-43.19462;6;2.5;3.0;3.0;400.0;0.0;200.0;0.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;37;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4686;0;1.0;-22.96303;-43.20152;2;1.0;1.0;1.0;218.0;3000.0;200.0;60.0;4;92.0;9.0;9.0;9.0;9.0;10.0;9.0;1;0;2020;4;15;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
4687;0;8.0;-22.97345;-43.1894;2;1.5;1.0;1.0;100.0;0.0;100.0;30.0;2;99.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;29;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4688;1;6.0;-22.92937;-43.2351;2;1.0;1.0;1.0;202.0;0.0;80.0;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;30;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
4689;1;6.0;-22.92818;-43.23361;3;1.0;1.0;1.0;80.0;0.0;80.0;50.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;29;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4693;0;10.0;-22.96862;-43.18674;2;1.0;0.0;1.0;122.0;500.0;150.0;0.0;3;96.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;14;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4697;1;5.0;-22.98269;-43.19523;6;2.0;2.0;2.0;169.0;0.0;170.0;30.0;2;90.0;9.0;8.0;9.0;10.0;9.0;9.0;0;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4698;0;8.0;-22.97338;-43.18927;2;1.5;1.0;1.0;101.0;0.0;60.0;30.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;14;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4706;1;5.0;-22.97313;-43.18836;4;2.0;1.0;2.0;148.0;0.0;190.0;70.0;4;97.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4708;0;2.0;-22.98307;-43.19076;6;1.0;1.0;6.0;300.0;2000.0;140.0;200.0;2;90.0;9.0;9.0;9.0;9.0;9.0;9.0;0;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4711;0;1.0;-22.91404;-43.18498;4;1.0;1.0;2.0;90.0;0.0;90.0;35.0;1;88.0;10.0;8.0;10.0;10.0;9.0;9.0;1;0;2020;4;37;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4712;0;7.0;-22.98571;-43.2072;6;2.0;2.0;3.0;648.0;1500.0;200.0;80.0;2;91.0;9.0;8.0;10.0;9.0;10.0;9.0;1;0;2020;4;40;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4718;1;7.0;-22.9391;-43.18986;4;2.0;1.0;3.0;69.0;0.0;47.0;21.0;2;98.0;10.0;10.0;10.0;10.0;9.0;10.0;1;0;2020;4;25;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4720;1;1.0;-22.98265;-43.22251;2;1.0;1.0;0.0;148.0;0.0;150.0;0.0;2;90.0;9.0;9.0;9.0;9.0;10.0;9.0;1;0;2020;4;22;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4722;0;2.0;-22.92903;-43.17617;2;1.0;1.0;2.0;100.0;0.0;100.0;0.0;3;100.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;17;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
4725;1;5.0;-22.96882;-43.18073;6;2.0;3.0;3.0;506.0;3185.0;265.0;0.0;2;94.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4726;0;2.0;-22.91368;-43.18851;4;1.0;1.0;2.0;101.0;900.0;177.0;0.0;3;93.0;9.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;12;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1
4728;0;10.0;-22.98617;-43.1915;2;1.0;0.0;1.0;200.0;750.0;190.0;0.0;3;95.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;11;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4730;0;1.0;-22.9686;-43.18234;9;2.5;3.0;5.0;659.0;2000.0;150.0;0.0;4;90.0;9.0;9.0;10.0;10.0;10.0;8.0;0;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4738;1;0.0;-22.96377;-43.17684;4;1.0;0.0;3.0;100.0;450.0;115.0;25.0;2;95.0;9.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;27;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4740;0;2.0;-22.98283;-43.19818;9;2.0;3.0;0.0;453.0;600.0;230.0;33.0;3;95.0;10.0;10.0;10.0;10.0;10.0;8.0;0;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4741;0;1.0;-22.98208;-43.20598;2;1.0;1.0;0.0;258.0;859.0;115.0;115.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;26;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4743;0;4.0;-22.9154;-43.18835;8;2.0;3.0;3.0;121.0;0.0;150.0;30.0;2;100.0;10.0;8.0;8.0;8.0;10.0;10.0;1;0;2020;4;25;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
4744;0;6.0;-22.97364;-43.18718;4;1.0;1.0;2.0;300.0;500.0;100.0;40.0;2;91.0;9.0;9.0;9.0;9.0;10.0;9.0;1;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4749;0;4.0;-22.95198;-43.18895;2;1.0;1.0;2.0;300.0;100.0;400.0;10.0;3;80.0;10.0;6.0;10.0;8.0;10.0;9.0;0;0;2020;4;11;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4752;1;1.0;-22.9843;-43.189;6;1.5;1.0;6.0;158.0;0.0;55.0;45.0;3;94.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4753;1;2.0;-22.90855;-43.17763;2;1.0;0.0;1.0;149.0;500.0;150.0;50.0;3;90.0;9.0;10.0;10.0;10.0;9.0;8.0;0;0;2020;4;19;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0
4757;0;2.0;-22.97061;-43.18568;2;1.0;0.0;2.0;148.0;500.0;135.0;50.0;3;92.0;9.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;28;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4764;0;1.0;-22.91379;-43.18211;3;1.0;1.0;1.0;79.0;2700.0;180.0;80.0;3;89.0;9.0;8.0;9.0;9.0;9.0;9.0;1;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4768;0;0.0;-22.93686;-43.19092;2;1.5;1.0;1.0;80.0;1050.0;210.0;21.0;3;100.0;9.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;27;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
4770;0;1.0;-22.98033;-43.18972;6;1.5;3.0;3.0;574.0;2863.0;573.0;115.0;4;96.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4773;1;1.0;-22.96114;-43.20577;4;1.0;1.0;2.0;319.0;2000.0;90.0;45.0;1;88.0;9.0;8.0;10.0;10.0;10.0;8.0;0;0;2020;4;33;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4776;1;3.0;-22.96847;-43.1863;2;1.0;1.0;1.0;122.0;600.0;100.0;0.0;2;97.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4779;1;7.0;-22.93171;-43.17514;1;1.0;1.0;1.0;100.0;0.0;0.0;100.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;21;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
4782;0;2.0;-22.97979;-43.19108;4;2.0;2.0;2.0;263.0;500.0;175.0;0.0;3;87.0;9.0;8.0;10.0;10.0;10.0;9.0;1;0;2020;4;36;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4788;0;6.0;-23.01083;-43.35257;8;2.0;2.0;3.0;165.0;2500.0;200.0;75.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;24;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1
4790;0;1.0;-22.93621;-43.18897;2;1.0;1.0;1.0;149.0;0.0;40.0;40.0;1;95.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;17;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
4793;0;1.0;-22.96895;-43.18218;4;1.5;2.0;3.0;298.0;0.0;50.0;25.0;2;96.0;10.0;9.0;10.0;10.0;10.0;10.0;1;0;2020;4;17;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4795;0;2.0;-22.96551;-43.17813;4;1.0;1.0;4.0;100.0;500.0;150.0;40.0;3;93.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;22;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4798;0;2.0;-22.96379;-43.17299;4;1.0;1.0;3.0;300.0;800.0;180.0;80.0;3;96.0;9.0;9.0;10.0;10.0;9.0;9.0;0;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4799;1;3.0;-22.97664;-43.19247;3;1.0;1.0;2.0;122.0;465.0;165.0;25.0;4;96.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;36;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4800;1;1.0;-22.98318;-43.22384;2;1.0;1.0;2.0;501.0;3500.0;100.0;0.0;4;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
4802;0;8.0;-22.98544;-43.1978;3;1.0;1.0;2.0;190.0;530.0;150.0;50.0;2;91.0;9.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4805;0;2.0;-22.97817;-43.2289;7;3.0;4.0;4.0;316.0;1500.0;150.0;100.0;3;100.0;10.0;8.0;10.0;10.0;10.0;10.0;0;0;2020;4;16;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
4811;0;4.0;-22.98185;-43.19061;3;1.0;1.0;2.0;148.0;500.0;150.0;0.0;3;95.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;23;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4816;0;2.0;-22.92198;-43.18664;3;1.0;1.0;1.0;237.0;790.0;79.0;132.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;34;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0
4818;0;1.0;-22.98486;-43.19637;5;2.0;2.0;3.0;253.0;1031.0;200.0;115.0;2;93.0;9.0;9.0;9.0;10.0;10.0;9.0;0;0;2020;4;20;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
4824;0;2.0;-22.98187;-43.18996;2;1.0;1.0;1.0;132.0;500.0;150.0;50.0;2;92.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;28;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
4825;1;2.0;-22.98392;-43.19421;4;1.0;1.0;2.0;148.0;631.0;173.0;70.0;2;97.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;23;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
4827;1;1.0;-23.01082;-43.36997;4;1.0;1.0;4.0;250.0;450.0;100.0;50.0;2;98.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;32;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1
