;host_is_superhost;host_listings_count;latitude;longitude;accommodates;bathrooms;bedrooms;beds;price;security_deposit;cleaning_fee;extra_people;minimum_nights;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;ano;mes;n_amenities;property_type_Apartment;property_type_Condominium;property_type_House;property_type_Loft;property_type_Outros;property_type_Serviced apartment;room_type_Entire home/apt;room_type_Hotel room;room_type_Private room;room_type_Shared room;bed_type_Outros;bed_type_Real Bed;cancellation_policy_flexible;cancellation_policy_moderate;cancellation_policy_strict;cancellation_policy_strict_14_with_grace_period
7032;0;4.0;-23.01271;-43.31514;2;1.0;1.0;1.0;399.0;5000.0;0.0;100.0;2;77.0;8.0;8.0;9.0;10.0;10.0;9.0;0;0;2020;4;34;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
7037;0;2.0;-22.95282;-43.195;6;2.0;3.0;3.0;251.0;0.0;150.0;80.0;2;95.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;21;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7042;1;2.0;-22.96276;-43.17595;4;2.0;2.0;4.0;190.0;400.0;120.0;0.0;4;94.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;18;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7053;0;2.0;-22.97599;-43.19029;2;1.0;2.0;4.0;218.0;0.0;200.0;40.0;4;95.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;20;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
7065;1;1.0;-22.98036;-43.20297;4;1.5;1.0;3.0;248.0;0.0;110.0;20.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;27;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7066;1;1.0;-23.00364;-43.42813;4;2.0;2.0;3.0;390.0;1000.0;200.0;0.0;4;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;34;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7072;0;1.0;-22.98204;-43.19159;4;1.0;1.0;4.0;126.0;0.0;180.0;70.0;2;90.0;10.0;9.0;10.0;10.0;10.0;10.0;1;0;2020;4;17;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7079;0;4.0;-22.91974;-43.23313;3;2.0;1.0;1.0;90.0;0.0;44.0;66.0;2;92.0;10.0;8.0;10.0;10.0;10.0;10.0;1;0;2020;4;28;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0
7082;1;1.0;-22.98558;-43.20078;5;2.0;2.0;6.0;527.0;1844.0;395.0;0.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7100;0;3.0;-22.90745;-43.57953;2;1.0;1.0;1.0;165.0;0.0;0.0;0.0;1;90.0;10.0;10.0;10.0;9.0;9.0;9.0;1;0;2020;4;9;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0
7101;0;1.0;-22.89838;-43.25423;5;2.0;2.0;3.0;138.0;0.0;120.0;40.0;4;93.0;10.0;10.0;10.0;9.0;9.0;9.0;0;0;2020;4;12;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7102;0;2.0;-22.96715;-43.181;3;1.0;1.0;1.0;148.0;1000.0;180.0;70.0;3;96.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7109;0;1.0;-22.98302;-43.19263;3;1.0;0.0;2.0;158.0;1581.0;263.0;0.0;3;94.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;18;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7111;0;1.0;-22.98354;-43.20091;6;3.0;2.0;3.0;348.0;1581.0;316.0;316.0;2;95.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;16;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7115;1;3.0;-22.97198;-43.22553;6;1.0;3.0;3.0;223.0;0.0;201.0;109.0;2;96.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;28;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
7118;1;3.0;-23.00283;-43.32687;4;2.0;2.0;3.0;427.0;10000.0;350.0;300.0;4;90.0;8.0;10.0;10.0;10.0;10.0;6.0;0;0;2020;4;18;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7123;1;2.0;-22.96331;-43.17692;9;2.0;3.0;9.0;300.0;500.0;120.0;70.0;3;97.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;27;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7130;0;4.0;-23.00425;-43.30988;2;1.0;1.0;1.0;158.0;0.0;0.0;70.0;1;97.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;12;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
7133;0;3.0;-23.01583;-43.45404;2;1.0;1.0;1.0;298.0;0.0;0.0;100.0;2;73.0;9.0;7.0;10.0;9.0;9.0;8.0;0;0;2020;4;25;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0
7137;0;1.0;-22.96262;-43.16838;8;1.0;2.0;4.0;300.0;0.0;200.0;50.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;19;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7151;0;1.0;-22.98557;-43.2151;4;1.0;1.0;2.0;390.0;1998.0;200.0;90.0;2;92.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;23;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7153;0;1.0;-22.98389;-43.23199;5;2.0;2.0;3.0;202.0;0.0;130.0;70.0;2;98.0;10.0;9.0;10.0;10.0;9.0;9.0;0;0;2020;4;15;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7162;0;1.0;-22.91239;-43.18495;2;1.0;1.0;1.0;100.0;500.0;150.0;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;8.0;0;0;2020;4;11;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7167;1;1.0;-22.98834;-43.22817;5;2.0;2.0;3.0;393.0;500.0;150.0;50.0;2;94.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;38;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7169;1;1.0;-22.97751;-43.19146;5;1.5;1.0;2.0;348.0;750.0;105.0;55.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;38;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7172;0;5.0;-22.92403;-43.17553;2;1.0;1.0;1.0;158.0;0.0;0.0;19.0;3;100.0;10.0;10.0;10.0;10.0;9.0;9.0;0;0;2020;4;15;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
7184;0;2.0;-22.94112;-43.19438;2;3.0;4.0;5.0;80.0;385.0;170.0;80.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;20;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0
7193;1;2.0;-22.97219;-43.18626;4;2.0;1.0;2.0;202.0;400.0;180.0;100.0;1;95.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;28;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7195;1;4.0;-22.96782;-43.18403;2;1.0;0.0;1.0;148.0;400.0;70.0;0.0;1;96.0;10.0;10.0;9.0;9.0;10.0;10.0;1;0;2020;4;15;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7206;0;1.0;-22.96397;-43.17518;4;1.0;1.0;3.0;132.0;500.0;120.0;25.0;2;95.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;38;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
7207;1;1.0;-22.98624;-43.19083;4;2.0;2.0;3.0;348.0;500.0;150.0;0.0;2;95.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;35;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0
7209;0;1.0;-22.9701;-43.18568;2;1.0;1.0;1.0;121.0;0.0;50.0;150.0;2;80.0;9.0;10.0;10.0;8.0;10.0;8.0;0;0;2020;4;32;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
7219;0;10.0;-22.96983;-43.18534;4;1.0;1.0;1.0;250.0;500.0;155.0;0.0;1;100.0;10.0;10.0;10.0;10.0;10.0;8.0;0;0;2020;4;11;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
7222;0;1.0;-22.97882;-43.18854;4;1.0;1.0;2.0;353.0;1000.0;160.0;80.0;3;100.0;10.0;10.0;10.0;10.0;10.0;8.0;0;0;2020;4;19;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7224;0;11.0;-22.96392;-43.17114;4;1.0;1.0;2.0;221.0;0.0;120.0;120.0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;9;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7226;0;11.0;-22.97107;-43.18706;4;1.0;1.0;2.0;195.0;0.0;120.0;120.0;3;93.0;10.0;9.0;10.0;10.0;9.0;9.0;0;0;2020;4;11;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7231;1;0.0;-22.97706;-43.19139;6;1.0;2.0;5.0;242.0;0.0;100.0;30.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
7232;1;1.0;-22.96965;-43.18491;3;1.0;1.0;2.0;169.0;0.0;199.0;40.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;20;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7233;0;1.0;-22.97214;-43.19078;5;1.0;1.0;4.0;148.0;500.0;150.0;40.0;1;93.0;9.0;10.0;10.0;10.0;9.0;9.0;0;0;2020;4;14;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7267;0;1.0;-22.98344;-43.22285;3;2.0;1.0;1.0;379.0;0.0;225.0;0.0;4;98.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7269;0;2.0;-22.97389;-43.18986;2;1.0;1.0;1.0;100.0;1000.0;150.0;100.0;3;80.0;10.0;8.0;10.0;10.0;10.0;10.0;1;0;2020;4;12;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
7276;0;3.0;-22.9829;-43.22235;4;1.5;2.0;3.0;321.0;1000.0;170.0;150.0;3;95.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7282;1;2.0;-22.98096;-43.22202;1;1.0;1.0;1.0;90.0;0.0;30.0;0.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;41;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
7285;0;1.0;-22.98078;-43.20221;6;2.0;3.0;4.0;132.0;500.0;190.0;100.0;4;88.0;10.0;8.0;10.0;10.0;10.0;10.0;0;0;2020;4;23;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
7286;1;2.0;-23.00975;-43.3607;4;1.0;1.0;2.0;138.0;0.0;110.0;40.0;3;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;37;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7288;0;1.0;-22.95607;-43.176;2;1.0;1.0;1.0;237.0;350.0;150.0;0.0;2;92.0;10.0;9.0;10.0;10.0;9.0;8.0;0;0;2020;4;17;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7297;1;1.0;-22.96152;-43.20622;3;1.0;1.0;2.0;261.0;0.0;100.0;100.0;2;98.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;32;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7300;1;1.0;-22.96184;-43.17581;4;1.0;1.0;3.0;200.0;0.0;120.0;0.0;2;94.0;10.0;9.0;10.0;10.0;10.0;10.0;1;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7310;1;1.0;-22.98254;-43.21686;4;1.0;1.0;3.0;179.0;0.0;150.0;50.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;21;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7315;0;3.0;-23.02086;-43.46999;2;1.0;1.0;1.0;202.0;500.0;150.0;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;20;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0
7323;1;1.0;-22.98234;-43.19963;6;2.0;3.0;3.0;390.0;1000.0;180.0;50.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7325;0;1.0;-22.96108;-43.17256;2;1.5;1.0;1.0;116.0;0.0;50.0;0.0;3;87.0;9.0;9.0;10.0;10.0;9.0;9.0;0;0;2020;4;16;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
7353;0;7.0;-22.96707;-43.18613;4;1.0;1.0;0.0;202.0;0.0;120.0;90.0;2;87.0;10.0;8.0;7.0;9.0;10.0;9.0;0;0;2020;4;13;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1
7356;0;1.0;-22.97008;-43.18699;5;1.0;1.0;3.0;263.0;869.0;448.0;184.0;1;92.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;21;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7360;0;2.0;-23.01062;-43.3487;2;1.0;0.0;1.0;112.0;5000.0;195.0;0.0;2;86.0;9.0;8.0;9.0;9.0;10.0;9.0;1;0;2020;4;39;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0
7365;0;2.0;-22.97617;-43.19301;4;1.0;0.0;3.0;165.0;0.0;110.0;60.0;3;96.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;37;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7378;1;2.0;-22.98362;-43.19387;1;1.0;1.0;1.0;79.0;0.0;0.0;60.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;30;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
7384;0;1.0;-22.96032;-43.17456;3;1.0;1.0;2.0;179.0;0.0;50.0;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;17;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
7385;1;5.0;-23.03076;-43.47551;4;2.0;2.0;5.0;390.0;901.0;249.0;201.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;34;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7387;1;1.0;-22.97926;-43.19031;3;1.0;1.0;2.0;179.0;0.0;120.0;90.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;27;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7406;0;1.0;-22.96244;-43.17708;2;1.0;1.0;1.0;300.0;0.0;150.0;50.0;4;97.0;10.0;9.0;9.0;10.0;10.0;9.0;0;0;2020;4;15;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7411;0;3.0;-22.90755;-43.57917;2;1.0;1.0;1.0;154.0;0.0;0.0;0.0;1;93.0;10.0;10.0;10.0;9.0;9.0;9.0;0;0;2020;4;9;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0
7413;0;2.0;-22.98308;-43.463;4;1.0;3.0;3.0;96.0;0.0;170.0;0.0;1;94.0;10.0;9.0;10.0;10.0;9.0;9.0;0;0;2020;4;27;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7421;1;2.0;-22.9633;-43.17795;9;2.0;3.0;9.0;348.0;500.0;120.0;70.0;3;100.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;27;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7424;0;2.0;-22.97564;-43.22836;6;2.0;2.0;3.0;602.0;2000.0;300.0;0.0;2;98.0;9.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;33;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1
7431;1;2.0;-22.96493;-43.17394;6;1.0;0.0;5.0;116.0;500.0;100.0;25.0;2;96.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7432;0;2.0;-22.96327;-43.17598;1;2.0;1.0;1.0;48.0;450.0;100.0;0.0;2;93.0;10.0;10.0;10.0;9.0;10.0;9.0;1;0;2020;4;26;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
7443;0;1.0;-22.96417;-43.17704;6;2.0;2.0;4.0;111.0;0.0;160.0;30.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;20;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7453;0;1.0;-22.97199;-43.18594;2;1.0;1.0;1.0;501.0;500.0;150.0;80.0;4;80.0;9.0;9.0;9.0;9.0;9.0;8.0;0;0;2020;4;32;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7455;1;1.0;-22.9838;-43.21312;5;2.0;2.0;3.0;632.0;1054.0;263.0;105.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;38;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7457;0;1.0;-23.00228;-43.34701;4;1.5;1.0;3.0;300.0;0.0;150.0;30.0;1;94.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;22;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7462;1;2.0;-22.96702;-43.39653;5;1.0;2.0;4.0;100.0;1000.0;100.0;70.0;3;96.0;10.0;10.0;10.0;10.0;9.0;9.0;0;0;2020;4;42;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7470;1;2.0;-22.9648;-43.17584;2;1.0;1.0;1.0;132.0;1000.0;130.0;100.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;34;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7480;1;2.0;-22.98432;-43.19068;1;1.0;1.0;1.0;116.0;527.0;126.0;121.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;40;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
7481;1;1.0;-22.91178;-43.37895;4;1.0;2.0;4.0;99.0;0.0;60.0;60.0;2;99.0;10.0;10.0;10.0;10.0;9.0;10.0;0;0;2020;4;31;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7485;0;3.0;-22.98298;-43.22564;4;2.0;3.0;3.0;348.0;1000.0;300.0;200.0;2;98.0;10.0;10.0;10.0;9.0;10.0;8.0;0;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7486;0;2.0;-23.02356;-43.49168;4;2.0;2.0;2.0;436.0;1000.0;150.0;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;8.0;1;0;2020;4;38;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7494;1;2.0;-22.98909;-43.43681;2;2.0;1.0;1.0;101.0;0.0;0.0;30.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;38;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
7500;0;6.0;-22.9073;-43.17396;3;1.5;1.0;4.0;250.0;0.0;0.0;80.0;1;80.0;8.0;8.0;10.0;10.0;10.0;10.0;0;0;2020;4;14;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0
7501;0;2.0;-22.96381;-43.17792;4;1.0;1.0;2.0;142.0;0.0;150.0;0.0;2;95.0;10.0;9.0;10.0;10.0;10.0;10.0;1;0;2020;4;21;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7502;0;10.0;-22.97462;-43.18606;6;3.0;2.0;0.0;379.0;500.0;280.0;0.0;1;100.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
7514;1;4.0;-22.91996;-43.18684;4;1.5;2.0;2.0;90.0;1000.0;140.0;80.0;2;89.0;10.0;10.0;10.0;10.0;9.0;10.0;1;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
7516;0;1.0;-22.98151;-43.22083;5;2.0;3.0;4.0;400.0;3000.0;200.0;100.0;3;93.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;41;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7524;1;1.0;-22.95541;-43.17224;4;2.0;2.0;3.0;516.0;2635.0;100.0;553.0;4;98.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;23;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7534;0;1.0;-22.98653;-43.22679;3;1.5;1.0;1.0;285.0;1000.0;160.0;20.0;3;99.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7535;1;1.0;-23.0109;-43.32113;4;1.0;1.0;2.0;271.0;0.0;160.0;0.0;2;96.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;39;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7546;0;3.0;-22.98504;-43.19099;4;1.0;2.0;0.0;290.0;1500.0;190.0;0.0;3;95.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;16;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7564;0;0.0;-22.92388;-43.21918;2;2.0;1.0;1.0;138.0;0.0;30.0;50.0;1;100.0;10.0;10.0;10.0;10.0;9.0;10.0;1;0;2020;4;10;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0
7567;1;2.0;-22.98335;-43.19204;5;3.0;3.0;3.0;348.0;500.0;250.0;0.0;4;100.0;9.0;10.0;10.0;9.0;10.0;10.0;0;0;2020;4;34;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7571;1;2.0;-22.98314;-43.20246;5;2.0;1.0;3.0;148.0;18784.0;220.0;40.0;1;98.0;10.0;10.0;9.0;10.0;10.0;10.0;0;0;2020;4;38;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7588;1;2.0;-22.98541;-43.18907;4;2.0;2.0;2.0;282.0;19868.0;300.0;80.0;1;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;48;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7594;0;1.0;-22.96684;-43.20092;2;1.0;1.0;1.0;390.0;1000.0;200.0;200.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;20;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0
7595;0;2.0;-22.92895;-43.1745;5;1.0;0.0;6.0;248.0;450.0;170.0;100.0;3;98.0;10.0;10.0;10.0;10.0;9.0;9.0;1;0;2020;4;27;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7599;0;11.0;-22.96362;-43.16945;4;1.0;1.0;2.0;221.0;0.0;120.0;120.0;4;100.0;10.0;10.0;9.0;10.0;10.0;10.0;0;0;2020;4;9;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7603;0;1.0;-22.96278;-43.17425;4;1.0;1.0;2.0;181.0;0.0;130.0;40.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;35;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7610;0;1.0;-22.97069;-43.18626;4;1.0;1.0;2.0;369.0;2081.0;211.0;137.0;4;96.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7619;0;2.0;-22.9517;-43.17571;4;2.0;2.0;3.0;287.0;800.0;220.0;0.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;27;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7620;0;1.0;-23.01083;-43.32033;3;1.0;1.0;1.0;372.0;1063.0;372.0;160.0;2;90.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;28;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7621;1;1.0;-22.98406;-43.20804;5;3.0;2.0;5.0;221.0;392.0;220.0;0.0;1;97.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7623;0;3.0;-22.92283;-43.1821;4;2.0;2.0;2.0;398.0;0.0;200.0;0.0;1;100.0;9.0;9.0;10.0;10.0;8.0;9.0;0;0;2020;4;11;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7624;1;2.0;-23.0043;-43.30919;3;1.0;0.0;3.0;148.0;350.0;50.0;40.0;2;95.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;29;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1
7634;0;1.0;-22.98202;-43.22653;4;1.0;1.0;2.0;200.0;0.0;80.0;70.0;2;88.0;9.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;28;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7642;0;5.0;-22.96952;-43.183;2;1.0;1.0;2.0;179.0;500.0;250.0;80.0;4;95.0;10.0;10.0;9.0;9.0;10.0;9.0;1;0;2020;4;22;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7644;0;1.0;-22.91464;-43.1886;2;1.0;1.0;1.0;74.0;0.0;50.0;0.0;4;92.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;21;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7651;0;1.0;-22.97709;-43.19413;2;1.0;1.0;1.0;131.0;500.0;100.0;0.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
7654;0;1.0;-22.97455;-43.39359;5;2.0;3.0;5.0;348.0;500.0;190.0;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;18;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7660;0;3.0;-22.97186;-43.39138;6;2.0;2.0;4.0;399.0;3000.0;160.0;80.0;2;89.0;9.0;9.0;9.0;10.0;9.0;8.0;0;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7663;1;1.0;-23.01231;-43.32598;6;2.0;2.0;5.0;261.0;700.0;200.0;100.0;3;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;40;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7665;1;3.0;-22.96108;-43.17653;3;1.0;1.0;3.0;132.0;0.0;100.0;70.0;2;97.0;10.0;9.0;10.0;10.0;10.0;10.0;1;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
7670;0;1.0;-22.96585;-43.20327;2;1.0;1.0;2.0;80.0;0.0;0.0;25.0;1;95.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;25;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
