;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;price;security_deposit;cleaning_fee;extra_people;minimum_nights;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes;n_amenities
2097;f;2.0;-22.97326;-43.40169;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;116.0;$0.00;$0.00;30.0;1;94.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;29
2106;f;1.0;-22.91019;-43.18797;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;100.0;$600.00;$130.00;35.0;2;88.0;9.0;8.0;9.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;24
2107;f;1.0;-22.97727;-43.19377;Serviced apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;169.0;$800.00;$200.00;80.0;2;96.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;27
2111;t;1.0;-22.9595;-43.20098;Apartment;Private room;2;1.5;1.0;1.0;Outros;128.0;$420.00;$70.00;40.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;28
2113;t;2.0;-22.98685;-43.19591;Loft;Entire home/apt;4;2.5;2.0;2.0;Real Bed;574.0;$5,725.00;$515.00;0.0;3;97.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;41
2115;t;2.0;-22.96306;-43.16908;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;158.0;$329.00;$90.00;0.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;32
2116;f;2.0;-22.97516;-43.1984;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;321.0;$400.00;$140.00;50.0;3;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;23
2121;t;1.0;-22.98672;-43.19143;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;190.0;$0.00;$130.00;25.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;29
2128;t;1.0;-22.97044;-43.18508;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;105.0;$332.00;$45.00;40.0;2;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;26
2143;f;1.0;-22.94534;-43.25464;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;106.0;$500.00;$80.00;80.0;2;100.0;10.0;10.0;8.0;10.0;6.0;10.0;t;f;moderate;2020;4;11
2151;t;2.0;-22.91219;-43.17425;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;128.0;$370.00;$30.00;60.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;31
2153;f;1.0;-23.02376;-43.45375;Apartment;Entire home/apt;7;2.5;2.0;5.0;Real Bed;351.0;$1,500.00;$200.00;40.0;4;98.0;10.0;9.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;31
2156;f;1.0;-22.97031;-43.18833;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;121.0;$600.00;$100.00;40.0;3;94.0;9.0;10.0;9.0;9.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;21
2158;t;1.0;-22.93286;-43.18233;Apartment;Private room;1;1.5;1.0;1.0;Real Bed;112.0;$390.00;$25.00;0.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;flexible;2020;4;35
2159;f;3.0;-22.98365;-43.19022;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;184.0;$500.00;$120.00;0.0;4;92.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;29
2162;f;0.0;-22.98752;-43.19127;Loft;Private room;2;1.0;1.0;1.0;Real Bed;218.0;$0.00;$133.00;0.0;2;91.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;moderate;2020;4;22
2163;t;1.0;-22.94805;-43.16073;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;80.0;$800.00;$86.00;0.0;3;95.0;10.0;9.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;17
2168;f;1.0;-23.01245;-43.32129;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;298.0;$500.00;$100.00;50.0;3;80.0;8.0;7.0;9.0;9.0;9.0;8.0;f;f;strict_14_with_grace_period;2020;4;26
2177;f;1.0;-22.9692;-43.1897;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;248.0;$600.00;$80.00;80.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;11
2178;f;3.0;-23.00944;-43.28819;House;Private room;2;1.0;1.0;1.0;Real Bed;399.0;$500.00;$50.00;0.0;3;100.0;10.0;10.0;10.0;10.0;10.0;8.0;t;f;moderate;2020;4;37
2180;f;3.0;-22.96443;-43.18366;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;400.0;$2,000.00;$300.00;100.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;18
2187;t;4.0;-22.96952;-43.1842;Apartment;Entire home/apt;6;1.0;1.0;5.0;Real Bed;232.0;$400.00;$180.00;40.0;4;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;42
2195;f;2.0;-22.96481;-43.17443;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;400.0;$300.00;$90.00;0.0;4;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;4;24
2196;f;2.0;-22.9137;-43.18566;Apartment;Entire home/apt;5;1.0;1.0;5.0;Real Bed;100.0;$0.00;$0.00;20.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;26
2202;f;1.0;-23.01104;-43.36761;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;282.0;$1,000.00;$150.00;100.0;3;97.0;10.0;9.0;10.0;10.0;9.0;10.0;f;f;strict_14_with_grace_period;2020;4;21
2206;f;4.0;-22.96736;-43.39352;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;169.0;$1,500.00;$120.00;50.0;2;97.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;19
2207;t;2.0;-22.92156;-43.17795;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;58.0;$0.00;$65.00;50.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;2020;4;24
2218;f;5.0;-22.94746;-43.1828;Apartment;Entire home/apt;5;1.0;1.0;2.0;Real Bed;84.0;$0.00;$100.00;30.0;2;47.0;5.0;5.0;7.0;6.0;8.0;7.0;f;f;flexible;2020;4;16
2219;t;5.0;-22.97627;-43.19345;Apartment;Entire home/apt;4;1.5;1.0;4.0;Real Bed;142.0;$0.00;$180.00;40.0;4;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;30
2237;f;0.0;-22.95255;-43.19585;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;399.0;$450.00;$170.00;100.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;24
2244;f;2.0;-22.98536;-43.20245;Apartment;Entire home/apt;5;1.5;1.0;5.0;Real Bed;221.0;$500.00;$120.00;35.0;3;94.0;9.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;20
2248;f;1.0;-22.97834;-43.18969;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;263.0;$1,581.00;$263.00;79.0;2;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;24
2259;f;2.0;-22.96053;-43.19012;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;121.0;$500.00;$100.00;50.0;2;93.0;9.0;7.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;16
2262;t;1.0;-22.99734;-43.33709;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;85.0;$0.00;$65.00;80.0;1;95.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;37
2263;f;6.0;-22.9647;-43.18295;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;221.0;$0.00;$0.00;80.0;2;87.0;9.0;7.0;10.0;10.0;10.0;8.0;f;f;strict_14_with_grace_period;2020;4;17
2268;t;2.0;-22.98512;-43.21048;Apartment;Entire home/apt;4;1.0;1.0;5.0;Real Bed;242.0;$2,500.00;$200.00;100.0;3;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;30
2271;f;2.0;-22.96121;-43.17067;Apartment;Entire home/apt;5;1.0;1.0;4.0;Real Bed;95.0;$0.00;$49.00;65.0;1;96.0;9.0;10.0;10.0;10.0;9.0;10.0;f;f;moderate;2020;4;25
2273;t;1.0;-22.9855;-43.19646;Apartment;Entire home/apt;8;3.0;3.0;7.0;Real Bed;501.0;$1,000.00;$210.00;100.0;2;99.0;10.0;9.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;38
2285;t;6.0;-22.94893;-43.18408;Apartment;Entire home/apt;7;3.0;3.0;6.0;Real Bed;274.0;$2,863.00;$172.00;86.0;2;98.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;50
2286;f;1.0;-22.98274;-43.19112;Apartment;Entire home/apt;4;1.0;0.0;1.0;Real Bed;200.0;$700.00;$100.00;0.0;2;85.0;9.0;8.0;10.0;9.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;8
2288;t;2.0;-22.92246;-43.17342;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;100.0;$1,000.00;$151.00;0.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;26
2291;f;3.0;-22.98703;-43.19502;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;68.0;$650.00;$100.00;0.0;1;93.0;10.0;9.0;10.0;10.0;10.0;10.0;t;f;moderate;2020;4;33
2298;f;2.0;-22.98437;-43.19807;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;148.0;$1,000.00;$300.00;0.0;3;90.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;4;11
2304;f;3.0;-22.98804;-43.19403;Apartment;Private room;3;1.0;1.0;3.0;Real Bed;298.0;$600.00;$100.00;0.0;1;95.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;moderate;2020;4;40
2307;f;6.0;-22.97401;-43.18698;Serviced apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;200.0;$2,500.00;$150.00;50.0;3;100.0;10.0;10.0;10.0;10.0;10.0;8.0;f;f;strict_14_with_grace_period;2020;4;19
2308;f;1.0;-22.98173;-43.19188;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;68.0;$407.00;$20.00;70.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;12
2311;f;0.0;-22.96786;-43.18202;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;148.0;$0.00;$120.00;25.0;4;100.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;strict_14_with_grace_period;2020;4;18
2315;f;1.0;-23.01302;-43.30087;Apartment;Private room;2;3.0;1.0;2.0;Real Bed;175.0;$1,500.00;$100.00;0.0;2;93.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;19
2318;f;2.0;-22.91874;-43.19077;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;250.0;$0.00;$160.00;100.0;3;100.0;10.0;10.0;10.0;10.0;9.0;10.0;t;f;strict_14_with_grace_period;2020;4;26
2324;f;6.0;-22.98322;-43.19335;Apartment;Entire home/apt;7;1.5;2.0;3.0;Real Bed;427.0;$700.00;$200.00;0.0;4;93.0;10.0;8.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;20
2340;f;4.0;-22.96838;-43.18827;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;300.0;$1,000.00;$150.00;100.0;2;90.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;22
2343;f;1.0;-22.93857;-43.17821;Apartment;Entire home/apt;2;2.0;1.0;1.0;Real Bed;300.0;$500.00;$150.00;50.0;2;80.0;9.0;10.0;9.0;10.0;10.0;8.0;f;f;moderate;2020;4;30
2345;f;3.0;-22.89385;-43.28477;House;Private room;3;2.0;1.0;2.0;Real Bed;282.0;$0.00;$0.00;0.0;1;100.0;9.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;29
2347;t;1.0;-23.01227;-43.32085;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;250.0;$500.00;$120.00;0.0;3;91.0;10.0;8.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;4;39
2352;f;2.0;-22.92079;-43.17799;Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;200.0;$0.00;$200.00;50.0;3;93.0;10.0;8.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;21
2356;f;2.0;-22.96519;-43.17727;Apartment;Entire home/apt;9;2.0;2.0;9.0;Real Bed;342.0;$210.00;$200.00;0.0;1;95.0;10.0;10.0;9.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;11
2375;f;2.0;-23.01033;-43.3696;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;261.0;$0.00;$150.00;50.0;2;92.0;9.0;8.0;10.0;9.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;33
2394;t;1.0;-22.97425;-43.18917;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;74.0;$600.00;$160.00;35.0;1;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;flexible;2020;4;34
2406;t;1.0;-22.98472;-43.21469;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;306.0;$800.00;$150.00;0.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;21
2412;f;5.0;-22.96862;-43.18644;Apartment;Entire home/apt;4;2.0;1.0;3.0;Real Bed;195.0;$0.00;$70.00;80.0;1;89.0;9.0;9.0;10.0;9.0;10.0;9.0;t;f;moderate;2020;4;30
2414;f;4.0;-22.9742;-43.1887;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;300.0;$0.00;$150.00;50.0;1;84.0;8.0;8.0;9.0;9.0;9.0;8.0;f;f;moderate;2020;4;11
2415;f;4.0;-22.91223;-43.18575;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;100.0;$600.00;$80.00;0.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;flexible;2020;4;17
2418;t;1.0;-22.98553;-43.2248;Apartment;Entire home/apt;6;3.0;2.0;2.0;Real Bed;319.0;$532.00;$106.00;43.0;4;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;44
2426;t;2.0;-22.98488;-43.19169;Apartment;Entire home/apt;4;2.0;1.0;2.0;Real Bed;250.0;$1,000.00;$150.00;50.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;11
2431;t;3.0;-22.98231;-43.21297;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;300.0;$600.00;$190.00;0.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;15
2437;t;3.0;-22.9613;-43.16619;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;292.0;$0.00;$158.00;80.0;3;100.0;10.0;10.0;8.0;10.0;10.0;9.0;f;f;moderate;2020;4;14
2438;f;2.0;-22.96275;-43.16949;Apartment;Private room;3;2.0;1.0;1.0;Real Bed;285.0;$573.00;$115.00;115.0;2;100.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;19
2448;t;6.0;-22.96936;-43.18487;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;229.0;$0.00;$200.00;0.0;3;90.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;11
2450;t;3.0;-22.98317;-43.22441;Loft;Entire home/apt;3;1.0;1.0;1.0;Real Bed;295.0;$500.00;$110.00;40.0;2;97.0;10.0;10.0;10.0;9.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;29
2454;f;8.0;-22.98393;-43.19199;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;327.0;$1,260.00;$344.00;0.0;4;91.0;10.0;9.0;9.0;9.0;10.0;9.0;t;f;strict;2020;4;21
2464;f;1.0;-22.9614;-43.17094;House;Private room;2;1.5;1.0;2.0;Real Bed;149.0;$0.00;$100.00;0.0;3;90.0;10.0;8.0;6.0;10.0;8.0;9.0;f;f;strict_14_with_grace_period;2020;4;24
2473;t;2.0;-23.01473;-43.45262;Condominium;Entire home/apt;5;2.0;3.0;5.0;Real Bed;276.0;$500.00;$150.00;50.0;2;98.0;10.0;9.0;10.0;10.0;10.0;10.0;t;f;moderate;2020;4;30
2475;f;2.0;-22.91304;-43.19096;Apartment;Private room;2;2.0;2.0;1.0;Outros;133.0;$798.00;$266.00;106.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;30
2476;f;1.0;-22.98473;-43.2261;Apartment;Entire home/apt;5;1.0;2.0;5.0;Real Bed;300.0;$0.00;$200.00;0.0;1;73.0;8.0;8.0;10.0;10.0;10.0;7.0;f;f;flexible;2020;4;28
2478;t;2.0;-22.98521;-43.22982;Apartment;Entire home/apt;2;1.0;2.0;3.0;Real Bed;484.0;$1,303.00;$261.00;0.0;4;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;23
2481;f;2.0;-22.97803;-43.19239;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;601.0;$0.00;$300.00;40.0;3;100.0;9.0;10.0;9.0;9.0;10.0;9.0;f;f;moderate;2020;4;26
2482;f;0.0;-22.97436;-43.22655;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;53.0;$0.00;$0.00;50.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;26
2487;f;3.0;-22.98207;-43.21519;Apartment;Entire home/apt;6;2.5;2.0;2.0;Real Bed;248.0;$1,000.00;$150.00;50.0;3;86.0;9.0;9.0;9.0;9.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;16
2491;t;3.0;-22.98526;-43.22706;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;221.0;$1,000.00;$180.00;50.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;24
2498;t;2.0;-23.00933;-43.3292;Apartment;Entire home/apt;6;3.0;2.0;3.0;Real Bed;221.0;$600.00;$165.00;250.0;2;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;34
2504;f;2.0;-22.97633;-43.19159;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;190.0;$600.00;$50.00;50.0;2;96.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;25
2512;t;2.0;-23.00955;-43.29777;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;149.0;$0.00;$89.00;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;2020;4;22
2527;f;1.0;-22.98304;-43.19246;Apartment;Entire home/apt;6;2.0;3.0;5.0;Real Bed;300.0;$0.00;$200.00;0.0;3;88.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;21
2532;f;2.0;-22.96295;-43.17564;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;100.0;$500.00;$150.00;40.0;3;90.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;30
2543;t;2.0;-22.97079;-43.18827;Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;132.0;$0.00;$100.00;20.0;3;95.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;40
2544;f;6.0;-22.98617;-43.19346;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;132.0;$500.00;$150.00;80.0;2;95.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;29
2549;t;5.0;-22.96659;-43.19164;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;116.0;$500.00;$99.00;25.0;3;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;37
2556;f;11.0;-22.97294;-43.18736;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;181.0;$500.00;$100.00;30.0;3;81.0;9.0;8.0;9.0;9.0;10.0;8.0;f;f;strict;2020;4;22
2558;f;5.0;-22.96536;-43.17947;Apartment;Entire home/apt;8;2.0;3.0;10.0;Real Bed;580.0;$0.00;$180.00;88.0;2;89.0;9.0;7.0;9.0;9.0;10.0;8.0;f;f;moderate;2020;4;24
2559;f;1.0;-22.98161;-43.22136;Apartment;Entire home/apt;6;2.0;2.0;2.0;Real Bed;200.0;$450.00;$250.00;40.0;1;92.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;22
2572;f;1.0;-22.93641;-43.18265;Apartment;Entire home/apt;5;2.0;2.0;5.0;Real Bed;197.0;$500.00;$150.00;150.0;3;100.0;9.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;2020;4;26
2575;f;1.0;-23.0098;-43.36798;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;245.0;$2,000.00;$115.00;0.0;2;96.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;26
2585;f;2.0;-22.98366;-43.2121;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;200.0;$500.00;$150.00;50.0;3;100.0;10.0;10.0;10.0;10.0;10.0;8.0;f;f;strict_14_with_grace_period;2020;4;15
2593;f;1.0;-22.9626;-43.16859;Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;285.0;$1,000.00;$150.00;75.0;3;92.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;38
2594;t;2.0;-22.98266;-43.20005;Loft;Entire home/apt;6;2.0;2.0;2.0;Real Bed;574.0;$1,718.00;$229.00;57.0;2;99.0;10.0;9.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;23
2598;t;4.0;-22.98522;-43.1964;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;248.0;$1,000.00;$160.00;40.0;3;94.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;28
2602;t;5.0;-23.02484;-43.54784;House;Private room;2;1.5;1.0;1.0;Real Bed;298.0;$1,000.00;$20.00;0.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;39
2603;f;3.0;-22.93737;-43.19844;Outros;Entire home/apt;3;1.0;1.0;1.0;Real Bed;372.0;$1,505.00;$149.00;96.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;33
2607;f;4.0;-22.98584;-43.19052;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;348.0;$425.00;$100.00;25.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;12
2608;f;1.0;-23.01052;-43.33058;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;290.0;$0.00;$200.00;40.0;1;91.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;flexible;2020;4;34
2612;f;2.0;-22.96387;-43.17589;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;144.0;$577.00;$115.00;110.0;2;93.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;28
2617;t;1.0;-22.98171;-43.19505;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;306.0;$0.00;$125.00;100.0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;32
2619;f;4.0;-22.97318;-43.38172;Apartment;Entire home/apt;5;2.0;2.0;2.0;Real Bed;601.0;$0.00;$150.00;50.0;1;92.0;9.0;9.0;10.0;10.0;8.0;8.0;f;f;flexible;2020;4;30
2620;f;2.0;-22.9788;-43.22887;Condominium;Entire home/apt;6;2.0;3.0;5.0;Real Bed;400.0;$2,000.00;$250.00;50.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;34
2647;t;11.0;-22.98312;-43.20854;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;279.0;$800.00;$250.00;50.0;2;76.0;9.0;9.0;9.0;8.0;10.0;7.0;f;f;strict_14_with_grace_period;2020;4;19
2648;t;11.0;-22.98303;-43.20959;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;179.0;$500.00;$200.00;40.0;1;85.0;9.0;9.0;9.0;9.0;10.0;8.0;f;f;strict_14_with_grace_period;2020;4;15
2652;t;1.0;-22.98269;-43.19206;Apartment;Entire home/apt;7;1.0;3.0;4.0;Real Bed;300.0;$0.00;$130.00;0.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;2020;4;32
2653;f;1.0;-22.97112;-43.18403;Apartment;Entire home/apt;6;2.5;3.0;4.0;Real Bed;458.0;$1,145.00;$372.00;86.0;3;89.0;9.0;9.0;9.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;33
2655;f;1.0;-22.93864;-43.17727;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;126.0;$416.00;$155.00;100.0;2;95.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;19
2660;f;2.0;-22.92459;-43.22623;Apartment;Entire home/apt;8;2.0;3.0;4.0;Real Bed;351.0;$0.00;$200.00;75.0;1;95.0;10.0;9.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;29
2662;t;1.0;-22.98673;-43.20035;Apartment;Entire home/apt;4;2.5;2.0;2.0;Real Bed;448.0;$1,054.00;$474.00;263.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;2020;4;40
2667;t;1.0;-22.96183;-43.1726;Apartment;Entire home/apt;8;2.0;2.0;4.0;Real Bed;348.0;$0.00;$95.00;85.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;50
2688;f;1.0;-22.98037;-43.2349;Loft;Entire home/apt;4;2.5;2.0;0.0;Real Bed;648.0;$500.00;$400.00;150.0;1;98.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;32
